Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,,VEHICLE_YEAR
200901BS70382,7/15/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496862,Darkness - lights lit,Kensington and Chelsea,None,-0.204981,1,2,Metropolitan Police,Dry,Single carriageway,30,23:00,Urban,Fine no high winds,Car,,before 2015
200901BS70383,7/15/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.487745,Daylight,Kensington and Chelsea,None,-0.167889,1,2,Metropolitan Police,Dry,Single carriageway,30,16:35,Urban,Fine no high winds,Car,,after 2015
200901BS70385,07-11-2021,Saturday,Give way or uncontrolled,Mini-roundabout,Slight,51.523977,Darkness - lights lit,Kensington and Chelsea,None,-0.214006,1,2,Metropolitan Police,Dry,Roundabout,30,01:25,Urban,Fine no high winds,Car,,before 2015
200901BS70387,7/20/2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.500736,Daylight,Kensington and Chelsea,None,-0.193735,1,1,Metropolitan Police,Dry,Single carriageway,30,16:12,Urban,Fine no high winds,Car,,after 2015
200901BS70388,07-09-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.494521,Daylight,Kensington and Chelsea,None,-0.158397,1,2,Metropolitan Police,Dry,Single carriageway,30,17:10,Urban,Fine no high winds,Car,,before 2015
200901BS70389,7/18/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.506189,Daylight,Kensington and Chelsea,None,-0.209226,2,2,Metropolitan Police,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Car,,before 2015
200901BS70390,7/20/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492804,Darkness - lights lit,Kensington and Chelsea,None,-0.15789,1,2,Metropolitan Police,Dry,Single carriageway,30,20:05,Urban,Fine no high winds,Car,,before 2015
200901BS70392,7/20/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.493163,Daylight,Kensington and Chelsea,None,-0.186687,1,2,Metropolitan Police,Dry,Single carriageway,30,08:45,Urban,Fine no high winds,Car,,before 2015
200901BS70394,7/19/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.486026,Daylight,Kensington and Chelsea,None,-0.161476,1,2,Metropolitan Police,Dry,Single carriageway,30,11:58,Urban,Fine no high winds,Car,,before 2015
200901BS70395,07-02-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.495197,Daylight,Kensington and Chelsea,None,-0.178683,1,1,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70396,7/16/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.484361,Daylight,Kensington and Chelsea,None,-0.175802,2,2,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine no high winds,Car,,before 2015
200901BS70397,7/20/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.51742,Daylight,Kensington and Chelsea,None,-0.202732,1,1,Metropolitan Police,Dry,Single carriageway,30,07:38,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70398,7/23/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494541,Daylight,Kensington and Chelsea,None,-0.182743,1,1,Metropolitan Police,Dry,Single carriageway,30,17:08,Urban,Fine no high winds,Car,,before 2015
200901BS70401,7/23/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.486339,Daylight,Kensington and Chelsea,None,-0.18739,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,after 2015
200901BS70402,7/13/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517371,Darkness - lights lit,Kensington and Chelsea,None,-0.211238,2,2,Metropolitan Police,Dry,Dual carriageway,50,19:30,Urban,Fine no high winds,Car,,before 2015
200901BS70403,7/22/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.494281,Daylight,Kensington and Chelsea,None,-0.177567,1,2,Metropolitan Police,Dry,Single carriageway,30,18:08,Urban,Fine no high winds,Bus or coach (17 or more pass seats),,before 2015
200901BS70404,7/22/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.478416,Daylight,Kensington and Chelsea,None,-0.180936,1,3,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car,,after 2015
200901BS70406,7/21/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.517796,Daylight,Kensington and Chelsea,None,-0.215545,1,2,Metropolitan Police,Wet or damp,Roundabout,30,16:20,Urban,Raining no high winds,Motorcycle 50cc and under,,before 2015
200901BS70407,7/23/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.496086,Daylight,Kensington and Chelsea,None,-0.207173,1,2,Metropolitan Police,Dry,Single carriageway,30,20:40,Urban,Fine no high winds,Car,,before 2015
200901BS70408,07-05-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.509629,Daylight,Kensington and Chelsea,None,-0.193095,1,1,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70409,7/26/2021,Sunday,Give way or uncontrolled,Crossroads,Serious,51.514399,Darkness - lights lit,Kensington and Chelsea,None,-0.199248,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:51,Urban,Raining no high winds,Car,,after 2015
200901BS70410,7/25/2021,Saturday,Auto traffic signal,Crossroads,Slight,51.493429,Daylight,Kensington and Chelsea,None,-0.169101,1,2,Metropolitan Police,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70412,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.48896,Daylight,Kensington and Chelsea,None,-0.165103,1,2,Metropolitan Police,Dry,Single carriageway,30,09:45,Urban,Fine no high winds,Car,,before 2015
200901BS70413,7/21/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.48024,Daylight,Kensington and Chelsea,None,-0.182591,1,1,Metropolitan Police,Dry,Single carriageway,30,07:12,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70414,7/26/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.495658,Darkness - lights lit,Kensington and Chelsea,None,-0.173622,1,2,Metropolitan Police,Dry,Single carriageway,30,03:40,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,before 2015
200901BS70415,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.480177,Daylight,Kensington and Chelsea,None,-0.178561,1,1,Metropolitan Police,Dry,Single carriageway,30,09:14,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,before 2015
200901BS70416,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482416,Daylight,Kensington and Chelsea,None,-0.172135,1,2,Metropolitan Police,Dry,Single carriageway,30,08:03,Urban,Fine no high winds,Car,,after 2015
200901BS70417,06-05-2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.517796,Daylight,Kensington and Chelsea,None,-0.215545,1,2,Metropolitan Police,Dry,Roundabout,30,18:54,Urban,Fine no high winds,Car,,before 2015
200901BS70418,7/28/2021,Tuesday,Give way or uncontrolled,Crossroads,Serious,51.498461,Daylight,Kensington and Chelsea,None,-0.157374,1,2,Metropolitan Police,Dry,Single carriageway,30,08:20,Urban,Fine no high winds,Car,,before 2015
200901BS70420,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499443,Daylight,Kensington and Chelsea,None,-0.197388,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:16,Urban,Fine no high winds,Car,,after 2015
200901BS70422,08-02-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.490715,Daylight,Kensington and Chelsea,None,-0.19125,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car,,before 2015
200901BS70423,7/29/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.483952,Daylight,Kensington and Chelsea,None,-0.184172,1,2,Metropolitan Police,Dry,Single carriageway,30,13:10,Urban,Fine no high winds,Car,,before 2015
200901BS70424,7/27/2021,Monday,Auto traffic signal,Crossroads,Slight,51.495208,Darkness - lights lit,Kensington and Chelsea,None,-0.179403,1,1,Metropolitan Police,Dry,Dual carriageway,30,22:00,Urban,Fine no high winds,Car,,after 2015
200901BS70425,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.499024,Daylight,Kensington and Chelsea,None,-0.164555,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,07:52,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70426,7/14/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.499021,Daylight,Kensington and Chelsea,None,-0.164411,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car,,after 2015
200901BS70427,7/29/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502116,Daylight,Kensington and Chelsea,None,-0.189934,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,after 2015
200901BS70428,08-01-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502159,Daylight,Kensington and Chelsea,None,-0.186906,1,2,Metropolitan Police,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car,,before 2015
200901BS70429,7/29/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.493134,Daylight,Kensington and Chelsea,None,-0.156004,1,2,Metropolitan Police,Dry,Single carriageway,30,12:35,Urban,Fine no high winds,Car,,before 2015
200901BS70431,08-04-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.492747,Daylight,Kensington and Chelsea,None,-0.200533,1,3,Metropolitan Police,Dry,Dual carriageway,30,14:55,Urban,Fine no high winds,Car,,before 2015
200901BS70432,08-05-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.493431,Daylight,Kensington and Chelsea,None,-0.169245,1,2,Metropolitan Police,Dry,Single carriageway,30,07:25,Urban,Fine no high winds,Car,,before 2015
200901BS70433,08-04-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.494177,Daylight,Kensington and Chelsea,None,-0.182469,1,1,Metropolitan Police,Dry,Single carriageway,30,19:12,Urban,Fine no high winds,Motorcycle 50cc and under,,after 2015
200901BS70434,08-05-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.481486,Daylight,Kensington and Chelsea,None,-0.187583,2,1,Metropolitan Police,Dry,Single carriageway,30,08:30,Urban,Fine no high winds,Car,,after 2015
200901BS70436,08-07-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.492829,Daylight,Kensington and Chelsea,None,-0.17676,1,1,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car,,before 2015
200901BS70438,08-06-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503587,Darkness - lights lit,Kensington and Chelsea,None,-0.215524,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:20,Urban,Raining no high winds,Motorcycle over 500cc,,after 2015
200901BS70439,08-09-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.49817,Daylight,Kensington and Chelsea,None,-0.161708,1,1,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car,,after 2015
200901BS70440,08-08-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.480114,Darkness - lights lit,Kensington and Chelsea,None,-0.186053,1,2,Metropolitan Police,Dry,Single carriageway,30,00:15,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70441,7/31/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.490623,Daylight,Kensington and Chelsea,None,-0.173679,1,1,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70442,08-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.516171,Daylight,Kensington and Chelsea,None,-0.209267,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car,,before 2015
200901BS70443,7/31/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.483075,Darkness - lights lit,Kensington and Chelsea,None,-0.185647,1,2,Metropolitan Police,Dry,Single carriageway,30,23:20,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70444,08-06-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.49217,Daylight,Kensington and Chelsea,None,-0.157627,2,1,Metropolitan Police,Dry,Single carriageway,30,09:06,Urban,Fine no high winds,Car,,after 2015
200901BS70445,7/28/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.52198,Daylight,Kensington and Chelsea,None,-0.212787,1,2,Metropolitan Police,Dry,Single carriageway,30,12:46,Urban,Fine no high winds,Car,,after 2015
200901BS70446,7/31/2021,Friday,Auto traffic signal,Crossroads,Serious,51.494469,Daylight,Kensington and Chelsea,None,-0.195567,1,1,Metropolitan Police,Dry,Dual carriageway,30,07:38,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,before 2015
200901BS70447,08-12-2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.493429,Daylight,Kensington and Chelsea,None,-0.169101,1,2,Metropolitan Police,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Car,,before 2015
200901BS70448,08-09-2021,Sunday,Give way or uncontrolled,T or staggered junction,Serious,51.492519,Darkness - lights lit,Kensington and Chelsea,None,-0.156893,1,1,Metropolitan Police,Dry,One way street,30,03:30,Urban,Fine no high winds,Car,,after 2015
200901BS70450,8/13/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.494854,Daylight,Kensington and Chelsea,None,-0.203043,2,4,Metropolitan Police,Dry,One way street,30,12:31,Urban,Fine no high winds,Car,,after 2015
200901BS70451,8/16/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.488673,Daylight,Kensington and Chelsea,None,-0.169724,1,2,Metropolitan Police,Dry,Single carriageway,30,17:13,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
200901BS70452,08-07-2021,Friday,Auto traffic signal,Crossroads,Slight,51.516807,Darkness - lights lit,Kensington and Chelsea,None,-0.209674,1,1,Metropolitan Police,Dry,Single carriageway,30,22:22,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70454,8/18/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.496896,Daylight,Kensington and Chelsea,None,-0.16075,2,2,Metropolitan Police,Dry,Single carriageway,30,10:05,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,,before 2015
200901BS70455,8/18/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495049,Daylight,Kensington and Chelsea,None,-0.174943,1,1,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car,,after 2015
200901BS70457,08-12-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.480786,Daylight,Kensington and Chelsea,None,-0.177241,1,3,Metropolitan Police,Dry,Single carriageway,30,06:00,Urban,Fine no high winds,Car,,before 2015
200901BS70458,8/13/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.48448,Daylight,Kensington and Chelsea,None,-0.183431,1,2,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,,after 2015
200901BS70459,08-12-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.483139,Daylight,Kensington and Chelsea,None,-0.178155,2,3,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car,,after 2015
200901BS70460,8/17/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.48266,Daylight,Kensington and Chelsea,None,-0.170541,1,2,Metropolitan Police,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,,after 2015
200901BS70461,8/18/2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.518471,Daylight,Kensington and Chelsea,None,-0.218546,1,1,Metropolitan Police,Dry,Single carriageway,30,09:06,Urban,Fine no high winds,Car,,before 2015
200901BS70462,8/21/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.50806,Daylight,Kensington and Chelsea,None,-0.202236,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car,,before 2015
200901BS70464,8/20/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Daylight,Kensington and Chelsea,None,-0.158934,1,2,Metropolitan Police,Dry,Single carriageway,30,06:38,Urban,Fine no high winds,Car,,before 2015
200901BS70465,8/14/2021,Friday,Auto traffic signal,Crossroads,Slight,51.492655,Darkness - lights lit,Kensington and Chelsea,None,-0.200393,4,2,Metropolitan Police,Dry,Dual carriageway,30,00:20,Urban,Fine no high winds,Car,,after 2015
200901BS70466,8/21/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.502951,Daylight,Kensington and Chelsea,None,-0.19163,1,1,Metropolitan Police,Dry,Single carriageway,30,13:27,Urban,Fine no high winds,Car,,before 2015
200901BS70467,8/16/2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.522,Daylight,Kensington and Chelsea,None,-0.208173,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70468,8/20/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.508127,Darkness - lights lit,Kensington and Chelsea,None,-0.194884,1,1,Metropolitan Police,Dry,One way street,30,19:35,Urban,Fine no high winds,Car,,after 2015
200901BS70469,7/21/2021,Tuesday,Authorised person,Crossroads,Slight,51.483253,Daylight,Kensington and Chelsea,None,-0.185496,1,2,Metropolitan Police,Dry,Single carriageway,30,10:25,Urban,Fine no high winds,Car,,after 2015
200901BS70470,8/15/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.480287,Daylight,Kensington and Chelsea,None,-0.185614,1,2,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car,,before 2015
200901BS70471,8/21/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517458,Daylight,Kensington and Chelsea,None,-0.217,1,2,Metropolitan Police,Dry,Single carriageway,30,08:05,Urban,Fine no high winds,Car,,after 2015
200901BS70474,8/24/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.492899,Daylight,Kensington and Chelsea,None,-0.169699,1,2,Metropolitan Police,Dry,Single carriageway,30,14:26,Urban,Fine no high winds,Car,,before 2015
200901BS70475,8/23/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.507804,Daylight,Kensington and Chelsea,None,-0.20311,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car,,before 2015
200901BS70477,8/17/2021,Monday,Auto traffic signal,Crossroads,Slight,51.495031,Daylight,Kensington and Chelsea,None,-0.173791,1,1,Metropolitan Police,Dry,Single carriageway,30,07:55,Urban,Fine no high winds,Car,,before 2015
200901BS70478,6/24/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503186,Daylight,Kensington and Chelsea,None,-0.212802,1,2,Metropolitan Police,Dry,One way street,30,15:00,Urban,Fine no high winds,Car,,before 2015
200901BS70479,8/14/2021,Friday,Auto traffic signal,Crossroads,Serious,51.5159,Daylight,Kensington and Chelsea,None,-0.209133,1,2,Metropolitan Police,Dry,Single carriageway,30,14:07,Urban,Fine no high winds,Car,,before 2015
200901BS70480,8/27/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.494682,Daylight,Kensington and Chelsea,None,-0.186051,1,1,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70481,8/31/2021,Monday,Auto traffic signal,Crossroads,Serious,51.497467,Darkness - lights lit,Kensington and Chelsea,None,-0.203373,2,2,Metropolitan Police,Dry,Single carriageway,30,03:40,Urban,Fine no high winds,Car,,after 2015
200901BS70482,8/28/2021,Friday,Give way or uncontrolled,Mini-roundabout,Slight,51.493667,Daylight,Kensington and Chelsea,None,-0.184362,1,2,Metropolitan Police,Dry,Roundabout,30,12:37,Urban,Fine no high winds,Car,,before 2015
200901BS70483,8/31/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.512976,Darkness - lights lit,Kensington and Chelsea,None,-0.217895,1,1,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,Car,,before 2015
200901BS70484,8/28/2021,Friday,Give way or uncontrolled,Crossroads,Serious,51.492072,Daylight,Kensington and Chelsea,None,-0.168579,2,1,Metropolitan Police,Dry,Single carriageway,30,14:45,Urban,Fine no high winds,Car,,before 2015
200901BS70485,8/27/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.490437,Daylight,Kensington and Chelsea,None,-0.167493,1,1,Metropolitan Police,Dry,Single carriageway,30,17:19,Urban,Fine no high winds,Car,,before 2015
200901BS70486,8/31/2021,Monday,Auto traffic signal,Crossroads,Slight,51.483253,Daylight,Kensington and Chelsea,None,-0.185496,1,2,Metropolitan Police,Dry,One way street,30,16:40,Urban,Fine no high winds,Car,,before 2015
200901BS70488,09-04-2021,Friday,Auto traffic signal,Crossroads,Slight,51.497136,Daylight,Kensington and Chelsea,Other object on road,-0.158868,1,1,Metropolitan Police,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car,,before 2015
200901BS70489,09-04-2021,Friday,Give way or uncontrolled,Mini-roundabout,Slight,51.492941,Daylight,Kensington and Chelsea,None,-0.183959,1,2,Metropolitan Police,Dry,Roundabout,30,16:40,Urban,Fine no high winds,Car,,after 2015
200901BS70490,09-02-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.526077,Daylight,Kensington and Chelsea,None,-0.210176,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,13:35,Urban,Raining no high winds,Car,,before 2015
200901BS70491,09-03-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.48046,Daylight,Kensington and Chelsea,None,-0.185175,1,2,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,Car,,before 2015
200901BS70492,09-04-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.492045,Daylight,Kensington and Chelsea,None,-0.178376,1,1,Metropolitan Police,Dry,Single carriageway,30,09:05,Urban,Fine no high winds,Car,,before 2015
200901BS70493,09-02-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.489214,Daylight,Kensington and Chelsea,None,-0.164084,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:00,Urban,Raining no high winds,Car,,after 2015
200901BS70495,09-06-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.496264,Daylight,Kensington and Chelsea,None,-0.195352,1,2,Metropolitan Police,Dry,Single carriageway,30,15:49,Urban,Fine no high winds,Car,,before 2015
200901BS70496,09-08-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.491724,Daylight,Kensington and Chelsea,None,-0.192506,1,1,Metropolitan Police,Dry,One way street,30,12:02,Urban,Fine no high winds,Car,,after 2015
200901BS70498,09-06-2021,Sunday,Give way or uncontrolled,Crossroads,Slight,51.522177,Darkness - lights lit,Kensington and Chelsea,None,-0.208022,1,1,Metropolitan Police,Dry,Single carriageway,30,00:10,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under,,before 2015
200901BS70499,09-03-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.48542,Daylight,Kensington and Chelsea,None,-0.151562,1,2,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Car,,before 2015
200901BS70500,09-08-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482547,Daylight,Kensington and Chelsea,None,-0.186388,1,3,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car,,before 2015
200901BS70501,09-09-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.509131,Daylight,Kensington and Chelsea,None,-0.195853,1,2,Metropolitan Police,Dry,Dual carriageway,30,12:30,Urban,Fine no high winds,Car,,before 2015
200901BS70503,9/14/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497595,Daylight,Kensington and Chelsea,None,-0.165188,1,2,Metropolitan Police,Dry,Single carriageway,30,06:35,Urban,Fine no high winds,Car,,before 2015
200901BS70504,9/14/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.500994,Daylight,Kensington and Chelsea,None,-0.193004,1,2,Metropolitan Police,Dry,Single carriageway,30,11:59,Urban,Fine no high winds,Car,,before 2015
200901BS70505,09-12-2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.512434,Daylight,Kensington and Chelsea,None,-0.217772,1,1,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Car,,after 2015
200901BS70506,09-09-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.488318,Daylight,Kensington and Chelsea,None,-0.193217,2,1,Metropolitan Police,Dry,Single carriageway,30,15:41,Urban,Fine no high winds,Bus or coach (17 or more pass seats),,after 2015
200901BS70507,09-01-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.501513,Daylight,Kensington and Chelsea,None,-0.191687,1,2,Metropolitan Police,Dry,Single carriageway,30,12:40,Urban,Fine no high winds,Car,,before 2015
200901BS70508,9/14/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.487763,Daylight,Kensington and Chelsea,None,-0.16904,1,1,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car,,before 2015
200901BS70509,9/14/2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.524083,Daylight,Kensington and Chelsea,None,-0.215011,1,1,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car,,after 2015
200901BS70511,9/17/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.49806,Daylight,Kensington and Chelsea,None,-0.166178,1,1,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,Car,,before 2015
200901BS70512,9/19/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.485825,Daylight,Kensington and Chelsea,None,-0.188995,1,2,Metropolitan Police,Dry,One way street,30,17:30,Urban,Fine no high winds,Car,,before 2015
200901BS70513,9/19/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.521033,Darkness - lights lit,Kensington and Chelsea,None,-0.209653,1,1,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Motorcycle over 500cc,,after 2015
200901BS70514,9/19/2021,Saturday,Auto traffic signal,Crossroads,Slight,51.495658,Darkness - lights lit,Kensington and Chelsea,None,-0.173622,2,2,Metropolitan Police,Dry,Dual carriageway,30,01:15,Urban,Fine no high winds,Car,,before 2015
200901BS70515,09-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.506097,Daylight,Kensington and Chelsea,None,-0.209086,1,2,Metropolitan Police,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Motorcycle over 500cc,,before 2015
